NAME_MAIN,STRENGTH,FORM,PACKAGE,DCI,LABO,PAYS,CODE_PCT,DATE AMM,G/P
SOLUTE ISOTONIQUE GLUCOSE,5%,Solution injectable pour perfusion,FL/500 ML,GLUCOSE,BIEFFE MEDITAL s.p.a italia,ITALIE,7323082,1998-12-29,Générique
SOLUTION POUR DIALYSE PERITONEALE FORMULE 55,,Solution injectable,P/5000 ml,CALCIUM CHLORURE+GLUCOSE+SODIUM CHLORURE,BIEFFE MEDITAL s.p.a italia,ITALIE,7323096H,2001-08-09,Princeps
SOLUTION POUR DP AUTOMATISEE FORMULE 055,,Solution injectable,P/2000 ML,CALCIUM CHLORURE+GLUCOSE+SODIUM CHLORURE,BAXTER S.P.A,ITALIE,16133021H,2017-04-07,Princeps
SOLUTION POUR DP AUTOMATISEE FORMULE 055,,Solution injectable,P/2000 ML,CALCIUM CHLORURE+GLUCOSE+SODIUM CHLORURE,BIEFFE MEDITAL s.p.a italia,ITALIE,7323093H,2000-01-15,Princeps
SOLUTION POUR DP AUTOMATISEE FORMULE 062,,Solution injectable,P/2000 ML,CALCIUM CHLORURE+GLUCOSE+SODIUM CHLORURE,BAXTER S.P.A,ITALIE,16133022H,2017-04-07,Princeps
SOLUTION POUR DP AUTOMATISEE FORMULE 062,,Solution injectable,P/2000 ML,CALCIUM CHLORURE+GLUCOSE+SODIUM CHLORURE,BIEFFE MEDITAL s.p.a italia,ITALIE,7323092H,2000-01-15,Princeps
SOLUTION POUR DPCA FORMULE 055 L3,,Solution injectable,P/2000 ML,CALCIUM CHLORURE+GLUCOSE+SODIUM CHLORURE,BAXTER S.P.A,ITALIE,16133023H,2017-04-07,Princeps
SOLUTION POUR DPCA FORMULE 055 L3,,Solution injectable,P/2000 ML,CALCIUM CHLORURE+GLUCOSE+SODIUM CHLORURE,BIEFFE MEDITAL s.p.a italia,ITALIE,7323094H,2000-01-15,Princeps
SOLUTION POUR DPCA FORMULE 091 L3,,Solution injectable,P/2000 ML,CALCIUM CHLORURE+GLUCOSE+SODIUM CHLORURE,BAXTER S.P.A,ITALIE,16133024H,2017-04-07,Princeps
SOLUTION POUR DPCA FORMULE 091 L3,,Solution injectable,P/2000 ML,CALCIUM CHLORURE+GLUCOSE+SODIUM CHLORURE,BIEFFE MEDITAL s.p.a italia,ITALIE,7323095H,2000-01-15,Princeps
SOLUTION POUR DPCA FORMULE O62 L3,,Solution injectable,P/2000 ML,CALCIUM CHLORURE+GLUCOSE+SODIUM CHLORURE,BAXTER S.P.A,ITALIE,16133025H,2017-04-07,Princeps
SOLUTION POUR DPCA FORMULE O62 L3,,Solution injectable,P/2000 ML,CALCIUM CHLORURE+GLUCOSE+SODIUM CHLORURE,BIEFFE MEDITAL s.p.a italia,ITALIE,7323091H,2000-01-15,Princeps
SOLUVIT,,Pdre p.prep.injectable,b/10/10 ml,VITAMINES,FRESENIUS KABI FRANCE,FRANCE,3153201H,2020-06-12,Princeps
SOLVANT BCG INTRADERMIQUE,,Solution injectable,B/10 Flacons/2ml,SOLVANT POUR VACCIN BCG,INSTITUT PASTEUR DE TUNIS,Tunisie,9333061H,2010-07-28,Princeps
SOMATULINE LP,60 mg,Solution injectable,B/ 1 ser pré-remplie /0.5ml,LANREOTIDE,IPSEN Pharma,FRANCE,5723032H,2017-03-14,Princeps
SOMATULINE LP,90 mg,Solution injectable,B/ 1 ser pré-remplie /0.5ml,LANREOTIDE,IPSEN Pharma,FRANCE,5723033H,2017-03-14,Princeps
SOMATULINE LP,120 mg,Solution injectable,B/ 1 ser /0.5ml,LANREOTIDE,IPSEN Pharma,FRANCE,5723034H,2017-03-14,Princeps
SOMEX,10 mg,Comprimé pelliculé sécable,B/15,ZOLPIDEM,PHARMAGHREB,Tunisie,9013801,2011-06-01,Générique
SOOLANTRA,10mg/gr,Creme dermique,B/1tube de 15gr,IVERMECTINE,GALDERMA INTERNATIONAL,FRANCE,7393121,2020-12-23,Princeps
SOPHAMET 850,850 mg,Comprimé pelliculé,B/30,METFORMINE,SOPHARMA SA,BULGARIE,10793031,2020-08-06,Générique
SORBITOCHOLINE,,Ampoules buvables,C/100/10 ML,SORBITOL+CHOLINE,SIPHAT,Tunisie,9000342H,2000-01-24,Générique
SORBITOCHOLINE,,Ampoules buvables,C/20/10 ML,SORBITOL+CHOLINE,SIPHAT,Tunisie,9000341,1993-12-22,Générique
SORBITOL,5 GR,Poudre pour suspension orale,B/60 SACHETS,SORBITOL,SIPHAT,Tunisie,9003042H,1999-12-31,Générique
SORBITOL,5 GR,Poudre pour suspension orale,B/20 SACH,SORBITOL,SIPHAT,Tunisie,9003041,1989-01-17,Générique
SOTALOL VIATRIS,160 mg,Comprimé sécable,B/30,SOTALOL,VIATRIS SANTE,FRANCE,4923201,2013-07-22,Générique
SOTIRA,25 mg,Gélule,B/21,LENALIDOMIDE,HIKMA Pharmaceuticals Co Ltd,JORDANIE,66537623H,2022-09-09,Générique
SOTIRA,10 mg,Gélule,B/21,LENALIDOMIDE,HIKMA Pharmaceuticals Co Ltd,JORDANIE,6653761H,2022-09-09,Générique
SOTIRA,15 mg,Gélule,B/21,LENALIDOMIDE,HIKMA Pharmaceuticals Co Ltd,JORDANIE,6653362H,2022-09-09,Générique
SOTIRA,5 mg,Gélule,B/21,LENALIDOMIDE,HIKMA Pharmaceuticals Co Ltd,JORDANIE,6653764H,2022-09-09,Générique
SOUFRANE,2%,Spray nasal,FL/15 ML,THIOPHENECARBOXYLATE,ADWYA,Tunisie,9043751,2005-04-02,Princeps
SOULADOL 50,50 mg,Gélule,B/10,TRAMADOL,DORCAS,Tunisie,ST9313062,2019-02-06,Générique
SOVALDI,400mg,Comprimé,FL/28,SOFOSBUVIR,GILEAD SCIENCES Inc USA,Etats Unis d'Amérique,11353021H,2016-01-28,Princeps
SPASMAG IV,1.2 gr,Solution injectable,B/5/10ML,MAGNESIUM,GRIMBERG,FRANCE,1073051H,2011-01-20,Générique
SPASMOPAN,20 MG,Solution injectable,B/100/1 ML,N-BUTYLHYOSCINE BROMURE,APM,JORDANIE,5063116H,2002-04-11,Générique
SPASMOPRO,80 MG,Comprimé orodispersible,B/10,PHLOROGLUCINOL,GALIEN PHARMACEUTICALS,Tunisie,,,Générique
SPASMOPRO,80 MG,Comprimé orodispersible,B/20,PHLOROGLUCINOL,GALIEN PHARMACEUTICALS,Tunisie,,,Générique
SPIRA 1.5 MUI,1.5 MU,Comprimé pelliculé,B/16,SPIRAMYCINE,SIPHAT,Tunisie,9003543,1997-10-29,Générique
SPIRA 3 MUI,3 MU,Comprimé pelliculé,B/500,SPIRAMYCINE,SIPHAT,Tunisie,9003545H,2013-06-18,Générique
SPIRA 3 MUI,3 MU,Comprimé pelliculé,B/10,SPIRAMYCINE,SIPHAT,Tunisie,9003544,2004-03-29,Générique
SPIRACYNE,1.5 MU,Comprimé pelliculé,B/16,SPIRAMYCINE,DAR-ESSAYDALI.,Tunisie,9213241,2006-12-18,Générique
SPIRALIDE,3 MUI,Comprimé pelliculé,B/10,SPIRAMYCINE,GALPHARMA,Tunisie,9223421,2017-07-11,Générique
SPIRALIDE,1.5 MUI,Comprimé pelliculé sécable,B/16,SPIRAMYCINE,GALPHARMA,Tunisie,9223422,2018-03-07,Générique
SPIRO-K,25 mg,Comprimé pelliculé,B/30,SPIRONOLACTONE,PHILADELPHIA PHARMA,Tunisie,9353261,2021-02-16,Générique
SPIRO-K 100,100 mg,Comprimé pelliculé,B/30,SPIRONOLACTONE,PHILADELPHIA PHARMA,Tunisie,9353263,2021-05-31,Générique
SPIRO-K 75,75 mg,Comprimé pelliculé,B/30,SPIRONOLACTONE,PHILADELPHIA PHARMA,Tunisie,9353262,2021-02-16,Générique
SPORALIM,1 %,Lotion,FL/30 ML,TOLNAFTATE,OPALIA PHARMA,Tunisie,9023151,1993-01-20,Générique
SPORTENINE,,Comprimé à croquer,B/22,PRODUITS HOMEOPATHIQUES,BOIRON,FRANCE,6873544,2008-05-08,Princeps
SPRYCEL,70 mg,Comprimé pelliculé,B/60,DASATINIB,BRISTOL-MYERS SQUIBB PHARMA EEIG,Rayaume uni,1673023H,2009-10-27,Princeps
SPRYCEL,50 mg,Comprimé pelliculé,B/60,DASATINIB,BRISTOL-MYERS SQUIBB PHARMA EEIG,Rayaume uni,1673022H,2009-10-27,Princeps
SPRYCEL,20 mg,Comprimé pelliculé,B/60,DASATINIB,BRISTOL-MYERS SQUIBB PHARMA EEIG,Rayaume uni,1673021H,2009-10-27,Princeps
SPUTNIK LIGHT,,Solution injectable,FL/1 dose,vaccin recombinant à base d'adénovirus anti-COVID-19,FSBI N.F GAMALEYA RCEM of the Ministry of Health of Russia,Russie,25133013EP,2021-12-28,Princeps
SPUTNIK LIGHT,,Solution injectable,FL/5 doses,vaccin recombinant à base d'adénovirus anti-COVID-19,FSBI N.F GAMALEYA RCEM of the Ministry of Health of Russia,Russie,25133014EP,2021-12-28,Princeps
SRILANE,,Pommade dermique,T/60 GR,IDROCILAMIDE,PHARMAGHREB,Tunisie,9013301,1998-01-14,Princeps
STABLON.,12.5 MG,Comprime enrobé,B/28,TIANEPTINE,SERVIER,FRANCE,6353072,2019-03-13,Princeps
STALORAL,300 IR/ml,Gouttes buvables,C/3FL/10ML (300IR),ALLERGENES,STALLERGENES,FRANCE,3653033,2022-02-17,Princeps
STALORAL,10-300 IR/ml,Solution sublinguale,B/2FL/10ML,ALLERGENES,STALLERGENES,FRANCE,3653034,2024-12-27,Princeps
STALORAL,"10,100,300 IR/ml",Solution sublinguale,C/3FL/10ML(10ou100/ou300IR),ALLERGENES,STALLERGENES,FRANCE,3653031,2004-09-27,Princeps
STALORAL,300 IR/ml,Solution sublinguale,C/1FL/10ML (300IR),ALLERGENES,STALLERGENES,FRANCE,3653032,2004-09-27,Princeps
STAPHYDINE PER OS ENFANT ET NOURRISSON,250 mg/5ml,Suspension buvable,FL/90 ml,ACIDE FUSIDIQUE,DORCAS,Tunisie,9313191,2014-12-04,Générique
STELARA,90mg/ml,Solution injectable,B/1Seringue pré-remplie/1ml,USTEKINUMAB,Janssen-Cilag International N.V,BELGIQUE,15273043H,2021-03-15,Princeps
STELARA,45 mg/0.5ml,Solution injectable,B/1FL/0.5ml,USTEKINUMAB,Janssen-Cilag International N.V,BELGIQUE,15273041H,2021-03-15,Princeps
STELARA,45 mg/0.5ml,Solution injectable,B/1seringue pré-remplie/0.5ml,USTEKINUMAB,Janssen-Cilag International N.V,BELGIQUE,15273042H,2021-03-15,Princeps
STELARA,130mg/26ml,Solution injectable pour perfusion,B/1FL/30ML,USTEKINUMAB,Janssen-Cilag International N.V,BELGIQUE,15273044H,2021-03-26,Princeps
"STEROGYL 15 ""H""",600 000 UI/1.5 ml,Solution injectable,B/1 amp,ERGOCALCIFEROL,DESMA Pharma SARL,FRANCE,11103022,2022-06-17,Princeps
STIGMINE,0.5 mg/ml,Solution injectable,B/6/1 ml,NEOSTIGMINE,SAIPH,Tunisie,9164011H,2014-09-01,Générique
STIGMINE,0.5 mg/ml,Solution injectable,B/6/1 ml,NEOSTIGMINE,STERIPHARM,Tunisie,9443031H,2021-03-26,Générique
STILNOX,10 MG,Comprimé pelliculé sécable,B/14,ZOLPIDEM,SANOFI Winthrop Industrie.,FRANCE,6463052,2003-06-06,Princeps
STIMOL,1 gr,Poudre orale effervescente,B/18 sachets,CITRULLINE,BIOCODEX,FRANCE,5193051,2013-01-22,Princeps
STODAL,,Sirop,FL/200 ML,PRODUITS HOMEOPATHIQUES,BOIRON,FRANCE,6873131,1991-06-27,Princeps
STODALINE SANS SUCRE,,Sirop,FL/200 ML,PRODUITS HOMEOPATHIQUES,BOIRON,FRANCE,6873641,2020-07-20,Princeps
STREPSILS COOL,,Pastilles,B/24,ALCOOL DICHLORO-2 4 BENZYLIQUE+AMYLMETACRESOL,Reckitt Benckiser Healthcare UK Limited.,Rayaume uni,10673022,2016-03-21,Princeps
STREPSILS ORANGE WITH VITAMINE C,,Pastilles,B/36,ALCOOL DICHLORO-2 4 BENZYLIQUE+AMYLMETACRESOL+VITAMINE C,Reckitt Benckiser Healthcare UK Limited.,Rayaume uni,10673021,2015-06-19,Princeps
STRESAM,50 MG,Gélule,B/60,ETIFOXINE,BIOCODEX.,FRANCE,5193021,1998-04-25,Princeps
STRUCTOFLEX,625 mg,Gélule,B/60,GLUCOSAMINE,PIERRE FABRE MEDICAMENT .,FRANCE,6063371,2018-01-31,Princeps
STRUCTOVIAL,20 mg/2ml,Solution injectable,B/1seringue pré-remplie/2ml,HYALURONATE DE SODIUM,PIERRE FABRE MEDICAMENT,FRANCE,6063361,2017-03-14,Générique
STRUCTUM,500 mg,Gélule,B/60,CHONDROITINE,PIERRE FABRE MEDICAMENT .,FRANCE,6063241,2003-07-08,Princeps
SUFENTA,50 µg/10ml,Solution injectable,B/10/10 ml,SUFENTANIL,Piramal Critical Care B.V.,HOLLANDE,23693021H,2021-06-29,Princeps
SUFENTA,10 µg/2ml,Solution injectable,B/5/2 ml,SUFENTANIL,Piramal Critical Care B.V.,HOLLANDE,23693022H,2021-06-29,Princeps
SUFENTA,250 µg/5ml,Solution injectable,B/10/5 ml,SUFENTANIL,Piramal Critical Care B.V.,HOLLANDE,2363023H,2021-11-19,Princeps
SUFENTAMED,10 µg/2 ml,Solution injectable,B/5/2 ml,SUFENTANIL,UNIMED,Tunisie,9093771H,2013-03-12,Générique
SUFENTANIL MEDIS,250 µg/5 ml,Solution injectable,B/5/5 ml,SUFENTANIL,LES LABORATOIRES MEDIS,Tunisie,9233671H,2012-10-17,Générique
SUFENTANIL VIATRIS,50 µg/10ml,Solution injectable,B/20/10 ml,SUFENTANIL,VIATRIS SANTE,FRANCE,4923272H,2017-07-12,Générique
SUFENTANIL VIATRIS,10µg/2ml,Solution injectable,B/20/2 ml,SUFENTANIL,VIATRIS SANTE,FRANCE,4923271H,2017-04-10,Générique
SUGAMMADEX MEDIS,100MG/ML,Solution injectable,B/10FL de 2ml,SUGAMMADEX,LES LABORATOIRES MEDIS,Tunisie,ST9234121H,2023-05-23,Générique
SUGAMMADEX MEDIS,100 mg/ml,Solution injectable,B/10 flacons de 5ml,SUGAMMADEX,LES LABORATOIRES MEDIS,Tunisie,ST9234122H,2025-05-14,Générique
SULFATE DE MAGNESIUM PROAMP,15%,Solution injectable,B/50/10ML,MAGNESIUM,LABORATOIRE AGUETTANT,FRANCE,7093072H,2009-04-23,Générique
SUNITINIB AQVIDA,25mg,Gélule,B/30,SUNITINIB,AQVIDA GMBH,Allemagne,19463062H,2025-08-15,Générique
SUNITINIB AQVIDA,12.5mg,Gélule,B/30,SUNITINIB,AQVIDA GMBH,Allemagne,19463061H,2025-08-15,Générique
SUNITINIB AQVIDA,50mg,Gélule,B/30,SUNITINIB,AQVIDA GMBH,Allemagne,19463063H,2025-08-15,Générique
SUNITINIB NEAPOLIS,50mg,Gélule,B/28,SUNITINIB,NEAPOLIS PHARMA,Tunisie,9393302H,2024-11-06,Générique
SUNITINIB NEAPOLIS,25mg,Gélule,B/28,SUNITINIB,NEAPOLIS PHARMA,Tunisie,9393301H,2024-11-06,Générique
SUPLASYN,20 mg/2ml,Solution injectable,B/1/2ml,HYALURONATE DE SODIUM,NORDIC PHARMA,FRANCE,10783011,2007-07-10,Princeps
SUPRAMYLASE,3000 U.CEIP,Comprime enrobé,B/20,ALPHA-AMYLASE,SIPHAT,Tunisie,9003441,1995-02-18,Générique
SUPRAMYLASE,1000 U.CEIP/5ML,Sirop,FL/125 ML,ALPHA-AMYLASE,SIPHAT,Tunisie,9003442,1995-02-18,Générique
SUPRANE,100%,Liquide volatil pour inhalation,B/ 6 FL/240ML,DESFLURANE,BAXTER HEALTHCARE CORPORATION USA,Etats Unis d'Amérique,16973021H,2020-09-21,Princeps
SUPRASTENE,0.05%,Gouttes buvables,FL/30 ML,BETAMETHASONE,WEST PHARMA,Tunisie,9293141,2008-08-01,Générique
SURBRONC,30 mg/5ml,Solution buvable,FL/150 ML,AMBROXOL,BOEHRINGER INGELHEIM FRANCE,FRANCE,5213062,1993-09-10,Princeps
SUTENT,12.5 mg,Gélule,B/28,SUNITINIB,PFIZER Europe MA EEIG,BELGIQUE,8013061H,2020-05-18,Princeps
SUTENT,25 mg,Gélule,B/28,SUNITINIB,PFIZER Europe MA EEIG,BELGIQUE,8013062H,2020-07-20,Princeps
SUTENT,50 mg,Gélule,B/28,SUNITINIB,PFIZER Europe MA EEIG,BELGIQUE,8013063H,2020-05-18,Princeps
SUXAMETHONIUM AGUETTANT,10 mg/ ml,Solution injectable,B/ 10 seringues pré-remplies/ 10 ml,SUXAMETHONIUM,LABORATOIRE AGUETTANT,FRANCE,7093341H,2023-08-24,Générique
SUXAMETHONIUM CHLORID VUAB,100 mg,Poudre pour suspension injectable,B/1FL,SUXAMETHONIUM,VUAB PHARMA AS,République Tcheque,19873011H,2022-01-13,Générique
SUXAMETHONIUM-LABESFAL,100 mg/2ml,Solution injectable,B/100/2ml,SUXAMETHONIUM,LABESFAL - Laboratorios Almiro S.A,PORTUGAL,4333051H,2009-03-11,Générique
SYNERGIC IV,500 MG/500 MG,Pdre p.prep.injectable,B/1 FLACON,IMIPENEM+CILASTATINE,UNIMED,Tunisie,9093551H,2006-07-26,Générique
SYNERGIC IV AVEC SET DE TRANSFERT,500 mg/500 mg,Pdre p.prep.injectable,B/1 fl + set de transfert + poche de 100 ml de solvant.,IMIPENEM+CILASTATINE,UNIMED,Tunisie,9093552H,2008-04-21,Générique
SYNERGIC SET DE TRANSFERT PÉDIATRIQUE,250 mg/250 mg,Pdre p.prep.injectable,B/1 FL+ set de transfert + poche /100 ml de solvant.,IMIPENEM+CILASTATINE,UNIMED,Tunisie,9093553H,2009-10-30,Générique
SYNFLORIX,,Suspension injectable,B/1 dose,VACCIN PNEUMOCOCCIQUE POLYSACCHARIDIQUE CONJUGUEE,Glaxo Smith KLine Biologicals S.A (RIXENSART),BELGIQUE,7063141,2010-09-17,Princeps
SYNOCROM,20 mg/2ml,Solution injectable,B/1/2ml,HYALURONATE DE SODIUM,CROMA PHARMA GMBH,AUTRICHE,14203011,2013-03-29,Générique
SYNTHOL,,Gel dermique,T/ 75 GR,ACIDE SALICYLIQUE+LEVOMENTHOL+RESORCINOL+VERATROL,Laboratoires EUROGENERICS (EG LABO),FRANCE,26603021,2023-01-03,Princeps
SYNTHOL,,Gel dermique,T/100 GR,ACIDE SALICYLIQUE+MENTHOL+RESORCINE+VERATROL,GlaxoSmithKline Santé Grand Public,FRANCE,1783012,2003-06-06,Princeps
SYNTHOL,,Solution pour application cutanée,FL/450 ML,ACIDE SALICYLIQUE+MENTHOL+RESORCINE+VERATROL,GlaxoSmithKline Santé Grand Public,FRANCE,1783011,2002-03-06,Princeps
SYNTHOL,,Solution pour application cutanée,FL/225 ML,ACIDE SALICYLIQUE+MENTHOL+RESORCINE+VERATROL,GlaxoSmithKline Santé Grand Public,FRANCE,1783013,2006-08-24,Princeps
TACROLIMUS MEDIS,5 mg,Gélule,B/100,TACROLIMUS,LES LABORATOIRES MEDIS,Tunisie,ST9233722H,2014-05-14,Générique
TACROLIMUS MEDIS,0.5 mg,Gélule,B/100,TACROLIMUS,LES LABORATOIRES MEDIS,Tunisie,ST9233723H,2023-08-08,Générique
TACROLIMUS MEDIS,1 mg,Gélule,B/100,TACROLIMUS,LES LABORATOIRES MEDIS,Tunisie,ST9233721H,2014-05-14,Générique
TADALIS,20 mg,Comprimé pelliculé sécable,B/12,TADALAFIL,DAR-ESSAYDALI.,Tunisie,9213373,2015-07-07,Générique
TADALIS,20 mg,Comprimé pelliculé sécable,B/8,TADALAFIL,DAR-ESSAYDALI.,Tunisie,9213372,2015-07-07,Générique
TADALIS,10 mg,Comprimé pelliculé,B/4,TADALAFIL,DAR-ESSAYDALI.,Tunisie,9213375,2017-08-22,Générique
TADALIS,5 mg,Comprimé pelliculé,B/30,TADALAFIL,DAR-ESSAYDALI.,Tunisie,9213374,2017-08-25,Générique
TADALIS,20 mg,Comprimé pelliculé sécable,B/4,TADALAFIL,DAR-ESSAYDALI.,Tunisie,9213371,2015-03-04,Générique
TADAMAX,5 mg,Comprimé pelliculé sécable,B/30,TADALAFIL,GALPHARMA,Tunisie,9223611,2021-02-05,Générique
TADAMAX,10 mg,Comprimé pelliculé sécable,B/5,TADALAFIL,GALPHARMA,Tunisie,9223612,2021-02-05,Générique
TADAMAX,20 mg,Comprimé pelliculé sécable,B/5,TADALAFIL,GALPHARMA,Tunisie,9223613,2021-02-05,Générique
TADAPLUS SAIPH 20,20 mg,Comprimé pelliculé,B/8,TADALAFIL,SAIPH,Tunisie,9164125,2019-04-23,Générique
TADAPLUS SAIPH 20,20 mg,Comprimé pelliculé,B/4,TADALAFIL,SAIPH,Tunisie,9164124,2019-04-23,Générique
TADAPLUS SAIPH 5,5 mg,Comprimé pelliculé,B/30,TADALAFIL,SAIPH,Tunisie,9164121,2019-03-18,Générique
TADAPLUS SAIPH10,10 mg,Comprimé pelliculé,B/8,TADALAFIL,SAIPH,Tunisie,9164123,2019-04-23,Générique
TADAPLUS SAIPH10,10 mg,Comprimé pelliculé,B/4,TADALAFIL,SAIPH,Tunisie,9164122,2019-04-23,Générique
TADENAN,50 MG,Capsule molle,B/30,EXT DE PIYGEUM AFRICANUM,FOURNIER S.A,FRANCE,5410052,1994-12-19,Princeps
TAGIX,50 mg,Poudre pour solution pour perfusion,B/1 flacon,TIGECYCLINE,HIKMA Pharmaceuticals Co Ltd,JORDANIE,6653741H,2022-04-05,Générique
TALIN LP,5 mg,Comprimé à libération prolongée,B/30,TERBUTALINE,SAIPH,Tunisie,9163263,2008-08-09,Générique
TALLIS MONODOSE,1%,Solution externe,Tube / 4 gr,TERBINAFINE,OPALIA PHARMA,Tunisie,9023715,2011-05-17,Générique
TAMOXIFEN,10 MG,Comprimé,FL/30,TAMOXIFENE,EBEWE Pharma,AUTRICHE,6943061,1996-11-23,Générique
TANGANIL,500 mg,Comprimé sécable,B/30,ACETYLLEUCINE,PIERRE FABRE MEDICAMENT PRODUCTION TUNISIE,Tunisie,9323111,2011-07-18,Princeps
TANGANIL,500 MG,Solution injectable,B/5/5 ML,ACETYLLEUCINE,PIERRE FABRE MEDICAMENT .,FRANCE,6063172,1993-11-22,Princeps
TARDYFERON ENFANTS ET ADULTES,20 mg/ml,Solution buvable,FL/90ML,FER,PIERRE FABRE MEDICAMENT PRODUCTION TUNISIE,Tunisie,ST9323027,2025-11-03,Princeps
TARDYFERON NOURISSONS,20 mg/ml,Solution buvable,FL/45ML,FER,PIERRE FABRE MEDICAMENT PRODUCTION TUNISIE,Tunisie,ST9323028,2025-11-03,Générique
TAREG 80,80 mg,Comprimé pelliculé,B/28,VALSARTAN,TERIAK,Tunisie,9253571,2009-07-13,Princeps
TAREG 80,80 mg,Comprimé pelliculé,B/90,VALSARTAN,TERIAK,Tunisie,9253573,2013-11-12,Princeps
TARGOPLANIN,200 mg,Pdre p.prep.injectable,B/1 flacon,TEICOPLANINE,HIKMA Pharmaceuticals Co Ltd,JORDANIE,6653621H,2016-02-04,Générique
TASIGNA,200 mg,Gélule,B/28,NILOTINIB,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,10283271H,2010-02-16,Princeps
TAVACET 500,5 MG/ML,Solution injectable pour perfusion,FL/100 ML,LEVOFLOXACINE,DORCAS,Tunisie,9313091H,2010-07-27,Générique
TAVACET 500,5 mg/ml,Solution injectable pour perfusion,B/ 6 flacons/ 100 ml,LEVOFLOXACINE,DORCAS,Tunisie,9313092H,2012-12-26,Générique
TAZAR,80 mg,Comprimé pelliculé sécable,B/30,VALSARTAN,PHARMAGHREB,Tunisie,9013871,2015-09-17,Générique
TAZAR,160 mg,Comprimé pelliculé sécable,B/30,VALSARTAN,PHARMAGHREB,Tunisie,9013872,2015-09-17,Générique
TAZAR,160 mg,Comprimé pelliculé sécable,B/90,VALSARTAN,PHARMAGHREB,Tunisie,9013876,2017-04-21,Générique
TAZAR,80 mg,Comprimé pelliculé sécable,B/90,VALSARTAN,PHARMAGHREB,Tunisie,9013875,2017-06-02,Générique
TAZIDINOL,20 mg,Comprimé pelliculé,B/60,TRIMETAZIDINE,IBN AL BAYTAR,Tunisie,9073361,2007-05-30,Générique
TAZOBACT,2GR/250MG,Pdre p.prep.injectable,B/1FL de 20 ml,PIPERACILLINE+TAZOBACTAM,UNIMED,Tunisie,9093933H,2017-07-18,Générique
TAZOBACT,4gr/500mg,Pdre p.prep.injectable,B/1FL de 20 ml,PIPERACILLINE+TAZOBACTAM,UNIMED,Tunisie,9093934H,2017-07-18,Générique
TAZOBACT SET DE TRANSFERT,2GR/250MG,Pdre p.prep.injectable,B/1FL + Set de Transfert(poche de NACL de 100 ml + dispositif de transfert),PIPERACILLINE+TAZOBACTAM,UNIMED,Tunisie,9093931H,2015-06-01,Générique
TAZOBACT SET DE TRANSFERT,4GR/500MG,Pdre p.prep.injectable,B/1FL + Set de Transfert(poche de NACL de 100 ml + dispositif de transfert),PIPERACILLINE+TAZOBACTAM,UNIMED,Tunisie,9093932H,2015-06-01,Générique
TAZOCILLINE,4GR/500MG,Pdre p.prep.injectable,B/1FL SS,PIPERACILLINE+TAZOBACTAM,PFIZER HOLDING FRANCE,FRANCE,5803082H,2001-05-15,Princeps
TAZOCILLINE,2GR/250MG,Pdre p.prep.injectable,B/1FL SS,PIPERACILLINE+TAZOBACTAM,PFIZER HOLDING FRANCE,FRANCE,5803081H,2001-05-15,Princeps
TAZOREX,4GR/500MG,Pdre p.prep.injectable,B/1FL/ SS,PIPERACILLINE+TAZOBACTAM,DEMO SA,GRECE,6855091H,2014-02-20,Générique
TECENTRIQ,1200mg,Solution injectable pour perfusion,B/1FL/20ML,ATEZOLIZUMAB,Roche Pharma (Schweiz) AG,SUISSE,6993261H,2022-12-22,Princeps
TECFIDERA,120 mg,Gélule gastrorésistante,B/14,DIMETHYLE FUMARATE,BIOGEN Idec Ltd,Rayaume uni,10913031H,2018-08-10,Princeps
TECFIDERA,240 mg,Gélule gastrorésistante,B/56,DIMETHYLE FUMARATE,BIOGEN Idec Ltd,Rayaume uni,10913032H,2018-08-10,Princeps
TEGADIS,50 mg,Poudre pour solution pour perfusion,B/10 flacons,TIGECYCLINE,LES LABORATOIRES MEDIS,Tunisie,ST9234062H,2022-03-14,Générique
TEGADIS,50 mg,Poudre pour solution pour perfusion,B/1 flacon,TIGECYCLINE,LES LABORATOIRES MEDIS,Tunisie,ST9234061H,2022-03-14,Générique
TEGOZOL,250 mg,Gélule,B/5,TÉMOZOLOMIDE,HIKMA Pharmaceuticals Co Ltd,JORDANIE,6553671,2017-04-06,Générique
TEGOZOL,20 mg,Gélule,B/5,TÉMOZOLOMIDE,HIKMA Pharmaceuticals Co Ltd,JORDANIE,6653672,2020-03-16,Générique
TEGOZOL,100 mg,Gélule,B/5,TÉMOZOLOMIDE,HIKMA Pharmaceuticals Co Ltd,JORDANIE,6653674,2020-03-16,Générique
TEGOZOL,5 mg,Gélule,B/5,TÉMOZOLOMIDE,HIKMA Pharmaceuticals Co Ltd,JORDANIE,6653673,2020-03-16,Générique
TEGRETOL,2%,Suspension buvable,FL/250 ml,CARBAMAZEPINE,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,10283044,2007-05-31,Princeps
TEGRETOL LP,400 MG,Comprimé à libération prolongée,B/30,CARBAMAZEPINE,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,10283042,2006-04-14,Princeps
TEGRETOL LP,200 mg,Comprimé secable l.p,B/50,CARBAMAZEPINE,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,10283041,2006-04-14,Princeps
