NAME_MAIN,STRENGTH,FORM,PACKAGE,DCI,LABO,PAYS,CODE_PCT,DATE AMM,G/P
RHUMAGRIP,,Comprimé sécable,B/20,PARACETAMOL+PSEUDOEPHEDRINE,IBN AL BAYTAR,Tunisie,9073271,2005-05-17,Générique
RHUTAGEL,2.5%,Gel dermique,T/50 GR,KETOPROFENE,WEST PHARMA,Tunisie,9293041,2007-12-25,Générique
RHUTASUPPO,100 mg,Suppositoire,B/10,KETOPROFENE,WEST PHARMA,Tunisie,9293042,2008-05-21,Générique
RHUVEX ADULTE,,Granulés pour suspension buvable,B/8 sachets,PARACETAMOL+PHENIRAMINE+VITAMINE C,TERIAK,Tunisie,9253331,2005-12-31,Générique
RHUVEX ADULTE SANS SUCRE,,Granulés pour suspension buvable,B/8 Sachets,PARACETAMOL+PHENIRAMINE+VITAMINE C,TERIAK,Tunisie,9253491,2008-10-25,Générique
RHUVEX ADULTE TOUX SECHE,0.3%,Sirop,B/1FL/150ML,DEXTROMETHORPHANE,TERIAK,Tunisie,9254072,2018-04-27,Générique
RHUVEX ENFANT,,Granulés pour suspension buvable,B/8 Sachets,PARACETAMOL+PHENIRAMINE+VITAMINE C,TERIAK,Tunisie,9253492,2008-11-26,Générique
RHUVEX ENFANTS TOUX SECHE,0.1%,Sirop,B/1FL/150ML,DEXTROMETHORPHANE,TERIAK,Tunisie,9254071,2018-04-27,Générique
RHUVEX JOUR ET NUIT,,Comprimé et Gélule,B/12 comprimés+ 4 gélules,PARACETAMOL+PSEUDOEPHEDRINE+CHLORPHENAMINE,TERIAK,Tunisie,9254111,2019-02-06,Générique
RHUVEX RHUME ET FIEVRE,,Comprimé,B/16,PARACETAMOL+PSEUDOEPHEDRINE+TRIPROLIDINE,TERIAK,Tunisie,9254131,2019-02-23,Princeps
RHUVEX VITAMINE C,50 mg/30 mg/ 250 mg,Comprimé pelliculé,B/20,PARACETAMOL+PSEUDOEPHEDRINE+VITAMINE C,TERIAK,Tunisie,9254121,2019-02-23,Générique
RIABAL,30 mg,Comprimé pelliculé,B/20,PRIFINIUM,IBN AL BAYTAR,Tunisie,9073731,2023-02-09,Princeps
RIABAL ENFANT,,Solution buvable,FL/50 ML,PRIFINIUM,TERIAK,Tunisie,9143051,2000-12-13,Princeps
RIBERYN,200 mg,Comprimé pelliculé,FL/56,RIBAVIRINE,TAHA PHARMA,Tunisie,9373111H,2016-04-12,Générique
RIBERYN,600 mg,Comprimé pelliculé,FL/56,RIBAVIRINE,TAHA PHARMA,Tunisie,9373112H,2016-04-12,Générique
RIBERYN,400 mg,Comprimé pelliculé,FL/56,RIBAVIRINE,TAHA PHARMA,Tunisie,9373114H,2017-02-21,Générique
RIBERYN,200 mg,Comprimé pelliculé,FL/168,RIBAVIRINE,TAHA PHARMA,Tunisie,9373113H,2017-02-08,Générique
RIFAMYCINE CHIBRET,1MUI pour cent,Collyre,FL/10 ML,RIFAMYCINE,THEA,FRANCE,8443051,2004-05-20,Princeps
RIFOCINE,250 MG,Solution injectable,B/1/3 ML,RIFAMYCINE,SANOFI S.r.l.,ITALIE,7630021,1994-11-11,Princeps
RILUZOL PMCS,50 mg,Comprimé pelliculé,B/56,RILUZOLE,PRO.MED.CS Praha a.s,République Tcheque,153583011,2024-03-04,Princeps
RINGER LACTATE,,Solution injectable pour perfusion,Poche/1000ML,RINGER,INFOMED Pharma,Tunisie,9193132H,2014-02-11,Générique
RINGER LACTATE,,Solution injectable pour perfusion,Poche/500ML,RINGER,INFOMED Pharma,Tunisie,9193131H,2014-02-11,Générique
RINGER LACTATE,,Solution injectable pour perfusion,FL/500 ml,RINGER,SIPHAT,Tunisie,9003711,2000-06-22,Générique
RINGER LACTATE,,Solution injectable pour perfusion,POCHE/1000ML,RINGER,INFOMED Pharma,Tunisie,9193072,2000-05-23,Générique
RINGER LACTATE,,Solution injectable pour perfusion,POCHE/500ML,RINGER,INFOMED Pharma,Tunisie,9193071,2000-05-23,Générique
RINGER LACTATE DEMO,,Solution injectable pour perfusion,FL/500 ml,RINGER,DEMO SA,GRECE,6855081H,2011-07-13,Générique
RINVOQ,15 MG,Comprimé à libération prolongée,B/28,UPADACITINIB,ABBVIE DEUTSCHLAND Gmbh and Co.KG,Allemagne,16913491H,2024-08-16,Princeps
RISDONE1,1 mg,Comprimé pelliculé,B/20,RISPERIDONE,PHARMACARE,Tunisie,9343431,2021-07-30,Générique
RISDONE2,2 mg,Comprimé pelliculé,B/20,RISPERIDONE,PHARMACARE,Tunisie,9343432,2021-07-30,Générique
RISDONE3,3 mg,Comprimé pelliculé,B/20,RISPERIDONE,PHARMACARE,Tunisie,9343433,2021-07-30,Générique
RISDONE4,4 mg,Comprimé pelliculé,B/20,RISPERIDONE,PHARMACARE,Tunisie,9343434,2021-07-30,Générique
RISOMAX,0.05%,Suspension nasale,FL/140 doses,MOMETASONE,ABDI IBRAHIM IIac San. ve Tic. A.S.,TURQUIE,3733041,2018-03-12,Générique
RISPERIDONE-TERIAK,2 MG,Comprimé pelliculé sécable,B/60,RISPERIDONE,TERIAK,Tunisie,9253551,2009-04-14,Générique
RISPERIDONE-TERIAK,2 MG,Comprimé pelliculé sécable,B/20,RISPERIDONE,TERIAK,Tunisie,9253552,2013-08-29,Générique
RITALIN,10 MG,Comprimé sécable,B/30,METHYLPHENIDATE,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,10283191,2008-03-31,Princeps
RIVA,10 mg,Comprimé pelliculé,B/30,RIVAROXABAN,PHILADELPHIA PHARMA,Tunisie,9353252,2019-02-06,Générique
RIVA,10 mg,Comprimé pelliculé,B/10,RIVAROXABAN,PHILADELPHIA PHARMA,Tunisie,9353251,2019-02-06,Générique
RIVA,20 mg,Comprimé pelliculé,B/30,RIVAROXABAN,PHILADELPHIA PHARMA,Tunisie,9353256,2020-06-29,Générique
RIVA,20 mg,Comprimé pelliculé,B/10,RIVAROXABAN,PHILADELPHIA PHARMA,Tunisie,9353255,2020-06-29,Générique
RIVA,15 mg,Comprimé pelliculé,B/42,RIVAROXABAN,PHILADELPHIA PHARMA,Tunisie,9353254,2020-06-29,Générique
RIVA,15 mg,Comprimé pelliculé,B/28,RIVAROXABAN,PHILADELPHIA PHARMA,Tunisie,9353253,2020-06-29,Générique
RIVA,15 mg,Comprimé pelliculé,B/14,RIVAROXABAN,PHILADELPHIA PHARMA,Tunisie,9353257,2025-07-22,Générique
RIVAXEL,2 mg/ml,Solution buvable,Flacon/50 ml,RIVASTIGMINE,ADWYA,Tunisie,9044291,2017-02-21,Générique
RIVETAL,1.5 mg,Gélule,B/28,RIVASTIGMINE,GENEPHARM S.A,GRECE,7573091H,2017-03-16,Générique
RIVETAL,3 mg,Gélule,B/28,RIVASTIGMINE,GENEPHARM S.A,GRECE,7573092H,2017-03-16,Générique
RIVETAL,4.5 mg,Gélule,B/28,RIVASTIGMINE,GENEPHARM S.A,GRECE,7573093H,2017-03-16,Générique
RIVETAL,6 mg,Gélule,B/28,RIVASTIGMINE,GENEPHARM S.A,GRECE,7573094H,2017-06-28,Générique
ROCGEL 1.2G,,Suspension buvable,B/24 Sachets,ALUMINIUM OXYDE,SERB.SA,BELGIQUE,16383011,2015-04-23,Princeps
ROCOR10,10 mg,Comprimé pelliculé,B/30,ROSUVASTATINE,PHARMACARE,Tunisie,9343401,2021-07-27,Générique
ROCOR10,10 mg,Comprimé pelliculé,B/90,ROSUVASTATINE,PHARMACARE,Tunisie,9343403,2025-04-30,Générique
ROCOR20,20 mg,Comprimé pelliculé,B/30,ROSUVASTATINE,PHARMACARE,Tunisie,9343402,2021-07-27,Générique
ROCOR20,20 mg,Comprimé pelliculé,B/90,ROSUVASTATINE,PHARMACARE,Tunisie,9343404,2025-04-30,Générique
RODOGYL,750 mU/125mg,Comprimé pelliculé,B/20,SPIRAMYCINE+METRONIDAZOLE,WINTHROP PHARMA TUNISIE,Tunisie,9103431,2005-08-26,Princeps
ROPICAINE,2 mg/ml,Solution injectable pour perfusion,B/5 poches multicouches/200 ml,ROPIVACAINE CHLORHYDRATE,UNIMED,Tunisie,9094082H,2022-10-12,Générique
ROPICAINE,2 mg/ml,Solution injectable pour perfusion,B/5 poches multicouches/100 ml,ROPIVACAINE CHLORHYDRATE,UNIMED,Tunisie,9094081H,2022-12-28,Générique
ROPIVACAINE KABI,5 mg/ml,Solution injectable,B/5 ampoules/10 ml,ROPIVACAINE,FRESENIUS KABI FRANCE,FRANCE,3153095H,2017-01-03,Générique
ROPIVACAINE KABI,7.5 mg/ml,Solution injectable,B/5 ampoules/20 ml,ROPIVACAINE,FRESENIUS KABI FRANCE,FRANCE,3153094H,2015-12-23,Générique
ROPIVACAINE KABI,2 mg/ml,Solution injectable,B/5 ampoules/20 ml,ROPIVACAINE,FRESENIUS KABI FRANCE,FRANCE,3153091H,2015-12-23,Générique
ROPIVACAINE KABI,2 mg/ml,Solution injectable pour perfusion,B/5 poches/200 ml,ROPIVACAINE,FRESENIUS KABI FRANCE,FRANCE,3153092H,2015-12-23,Générique
ROPIVACAINE KABI,2 mg/ml,Solution injectable pour perfusion,B/5 poches/100 ml,ROPIVACAINE,FRESENIUS KABI FRANCE,FRANCE,3153093H,2015-12-23,Générique
ROPIVACAINE INFOMED,2 mg/ml,Solution injectable pour perfusion,Poches/200 ml,ROPIVACAINE,INFOMED Pharma,Tunisie,9193971H,2018-10-05,Générique
ROPIVACAINE INFOMED,2 mg/ml,Solution injectable pour perfusion,Poche/100 ml,ROPIVACAINE,INFOMED Pharma,Tunisie,9193972H,2018-12-13,Générique
ROSACNE,15 %,Gel dermique,T/30 g,ACIDE AZELAIQUE,SIMED,Tunisie,9083821,2023-05-03,Générique
ROSUVAST5,5mg,Comprimé pelliculé,FL/30,ROSUVASTATINE,TAHA PHARMA,Tunisie,9373481,2018-03-07,Générique
ROTARIX,,Suspension buvable,B/1dose/1.5ml,VACCIN INFECTION A ROTAVIRUS,Glaxo Smith KLine Biologicals S.A (RIXENSART),BELGIQUE,7063122,2014-12-08,Princeps
ROWASA,500 MG,Suppositoire,B/30,MESALAZINE,ABBOTT PRODUCTS S.A.S,FRANCE,5873023,2012-07-19,Princeps
RUCORON,50 MG/ 5ML,Solution injectable,B/10,ROCURONIUM BROMURE,HIKMA Pharmaceuticals Co Ltd,JORDANIE,6653811H,2024-01-09,Générique
RUXIENCE,100 mg,Solution à diluer pour perfusion,B/1 FL(10ml),RITUXIMAB,PFIZER Europe MA EEIG,BELGIQUE,8013191H,2025-07-21,Biosimilaire
RUXIENCE,500 mg,Solution à diluer pour perfusion,B/1FL(50ml),RITUXIMAB,PFIZER Europe MA EEIG,BELGIQUE,8013192H,2025-07-21,Biosimilaire
S-OROPRAM,10 mg,Comprimé pelliculé sécable,B/30,ESCITALOPRAM,ACTAVIS Group PTC ehf,Islande,10243091,2012-05-24,Générique
S-OROPRAM,20 mg,Comprimé pelliculé sécable,B/30,ESCITALOPRAM,ACTAVIS Group PTC ehf,Islande,10243092,2015-06-19,Générique
SACUVAL 100,48.6mg/51.4mg,Comprimé pelliculé,B/60,SACUBITRIL+VALSARTAN,PHILADELPHIA PHARMA,Tunisie,9353292,2023-07-17,Générique
SACUVAL 100,48.6mg/51.4mg,Comprimé pelliculé,B/30,SACUBITRIL+VALSARTAN,PHILADELPHIA PHARMA,Tunisie,9353294,2024-04-08,Générique
SACUVAL 200,97.2mg/102.8mg,Comprimé pelliculé,B/60,SACUBITRIL+VALSARTAN,PHILADELPHIA PHARMA,Tunisie,9353293,2023-07-17,Générique
SACUVAL 200,97.2mg/102.8mg,Comprimé pelliculé,B/30,SACUBITRIL+VALSARTAN,PHILADELPHIA PHARMA,Tunisie,9353295,2024-04-08,Générique
SACUVAL 50,24.3mg/25.7mg,Comprimé pelliculé,B/30,SACUBITRIL+VALSARTAN,PHILADELPHIA PHARMA,Tunisie,9353291,2023-07-17,Générique
SAIFLU 30,30 mg,Gélule,B/10,OSELTAMIVIR,SAIPH,Tunisie,9163792,2009-12-07,Générique
SAIFLU 45,45 mg,Gélule,B/10,OSELTAMIVIR,SAIPH,Tunisie,9163793,2009-12-07,Générique
SAIFLU 75,75 mg,Gélule,B/10,OSELTAMIVIR,SAIPH,Tunisie,9163791,2009-08-10,Générique
SAIZEN,1.33 mg,Pdre p.prep.injectable,B/1FL+S/1ML,SOMATROPINE,MERCK SERENO INTERNATIONAL SUISSE,SUISSE,4043021H,2000-09-18,Princeps
SAIZEN 6 MG,(5.83 mg/ml),Solution injectable,B/ 1 cartouche pré-remplie/1.03 ml,SOMATROPINE,MERCK SERENO LIMITED,Rayaume uni,14663011H,2013-05-20,Princeps
SAIZEN 12 MG,(8 mg/ml),Solution injectable,B/ 1 cartouche pré-remplie/1.5 ml,SOMATROPINE,MERCK SERENO LIMITED,Rayaume uni,14663012H,2013-09-12,Princeps
SAIZEN 20 MG,(8 mg/ml),Solution injectable,B/ 1 cartouche pré-remplie/2.5 ml,SOMATROPINE,MERCK SERENO LIMITED,Rayaume uni,14663013H,2013-09-10,Princeps
SALAMEST,,Spray nasal,FL/25 ML,CHLORURE DE SODIUM,SIMED,Tunisie,9083521,2009-01-03,Générique
SANCUSO,34.3 mg (3.1mg/24h),Dispositif trans-dermique,B/1 Patch,GRANISETRON,"KYOWA KIRIN, Inc",Etats Unis d'Amérique,15083011,2015-05-15,Princeps
SANCUSO,34.3 mg (3.1mg/24h),Dispositif trans-dermique,B/1patch,GRANISETRON,Kyowa kirin Holdings B.V,HOLLANDE,26533011,2025-06-09,Princeps
SANDIMMUN,50 MG,Solution injectable,B/10/1 ML,CICLOSPORINE,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,10283111H,2007-02-07,Princeps
SANDIMMUN,250 MG,Solution injectable,B/10/5 ML,CICLOSPORINE,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,10283112H,2007-02-07,Princeps
SANDIMMUN NEORAL,100 mg/ml,Solution buvable,FL/50 ml,CICLOSPORINE,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,10283151H,2007-03-08,Princeps
SANDIMMUN NEORAL,25 mg,Capsule molle,B/50,CICLOSPORINE,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,10283261H,2009-06-18,Princeps
SANDIMMUN NEORAL,100 mg,Capsule molle,B/50,CICLOSPORINE,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,10283263H,2009-06-18,Princeps
SANDIMMUN NEORAL,50 mg,Capsule molle,B/50,CICLOSPORINE,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,10283262H,2009-06-18,Princeps
SANDOSTATINE,0.05 mg/ml,Solution injectable,B/5/1ML,OCTREOTIDE,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,10283181H,2007-10-16,Princeps
SANDOSTATINE,0.1 mg/ml,Solution injectable,B/5/1ML,OCTREOTIDE,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,10283182H,2007-10-16,Princeps
SANDOSTATINE L.A.R.,30 mg,Poudre pour suspension injectable,B/1 flacon +ser. pré-remplie de solvant + 2 aiguilles,OCTREOTIDE,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,10283183H,2013-09-10,Princeps
SANDOSTATINE LAR,20 mg,Poudre pour suspension injectable,B/1 flacon+ ser. pré-remplie de solvant,OCTREOTIDE,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,10283184H,2013-09-10,Princeps
SARGENOR,1 GR,Ampoules buvables,B/20/5 ML,ARGININE ASPARTATE,SIPHAT,Tunisie,9003101,1989-09-04,Princeps
SARGENOR SANS SUCRE,,Comprimé à sucer,B/18,ARGININE ASPARTATE,SIPHAT,Tunisie,9003102,2002-12-26,Princeps
SAVEROL,,Solute buccal,FL/400 ML,ACIDE SALICYLIQUE+MENTHOL+RESORCINE+VERATROL,OPALIA PHARMA,Tunisie,9023673,2008-10-22,Générique
SAVEROL,,Solute buccal,FL/125 ml,ACIDE SALICYLIQUE+MENTHOL+RESORCINE+VERATROL,OPALIA PHARMA,Tunisie,9023674,2013-08-21,Générique
SAVEROL,,Solute buccal,FL/250 ml,ACIDE SALICYLIQUE+MENTHOL+RESORCINE+VERATROL,OPALIA PHARMA,Tunisie,9023675,2013-08-22,Générique
SAVEROL,,Gel dermique,T/70 GR,ACIDE SALICYLIQUE+MENTHOL+RESORCINE+VERATROL,OPALIA PHARMA,Tunisie,9023672,2006-07-26,Générique
SCANLUX 300,300 mg/ml,Solution injectable,FL/50 ML,IOPAMIDOL,SANOCHEMIA Pharmazeutika,AUTRICHE,1803011,2002-05-31,Générique
SCANLUX 300,300 mg/ml,Solution injectable,FL/100 ML,IOPAMIDOL,SANOCHEMIA Pharmazeutika,AUTRICHE,1803012,2002-06-01,Générique
SCANLUX 370,370 mg/ml,Solution injectable,FL/50 ML,IOPAMIDOL,SANOCHEMIA Pharmazeutika,AUTRICHE,1803013,2002-06-01,Générique
SCANLUX 370,370 mg/ml,Solution injectable,FL/100 ML,IOPAMIDOL,SANOCHEMIA Pharmazeutika,AUTRICHE,1803014,2002-06-01,Générique
SCEMBLIX,40 MG,Comprimé pelliculé,B/60,ASCIMINIB,,,,,
SCEMBLIX,20 MG,Comprimé pelliculé,B/60,ASCIMINIB,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,10283631H,2025-10-23,Princeps
SCLERA,120 mg,Gélule gastrorésistante,B/14,DIMETHYLE FUMARATE,IBN AL BAYTAR,Tunisie,9073721H,2020-11-25,Générique
SCLERA,240 mg,Gélule gastrorésistante,B/60,DIMETHYLE FUMARATE,IBN AL BAYTAR,Tunisie,9073722H,2020-11-25,Générique
SEDACOLLYRE 0.25 POUR MILLE,,Collyre,FL/10 ML,CETHOXINIUM,COOPERATION PHARMACEUTIQUE FRANCAISE,FRANCE,7623051,2008-04-15,Princeps
SEDARAX,25 MG,Comprimé pelliculé sécable,B/15,HYDROXYZINE,ACT PHARMA,Tunisie,9363171,2025-11-03,Générique
SEDARAX,25 mg,Comprimé pelliculé sécable,B/30,HYDROXYZINE,ACT PHARMA,Tunisie,9363172,2025-11-03,Générique
SEDATIF PC,,Comprimé,B/90,ABRUS PRECATORINE+ACONITUM NAPOLIS+BELLADONA...,BOIRON,FRANCE,6873092,2014-01-08,Princeps
SEDATIF PC,,Comprimé,B/40,ABRUS PRECATORINE+ACONITUM NAPOLIS+BELLADONA...,BOIRON,FRANCE,6873091,1990-06-16,Princeps
SEPTANEST ADRENALINEE,40mg/ml (1/200000),Solution injectable,B/50/1.7 ml,ARTICAINE+ADRENALINE,SEPTODENT,FRANCE,8533013,2016-04-28,Princeps
SEPTANEST ADRENALINEE,40mg/ml (1/100 000),Solution injectable,B/50/1.7 ml,ARTICAINE+ADRENALINE,SEPTODENT,FRANCE,8533014,2016-04-28,Princeps
SEPTAX,1 GR,Pdre p.prep.injectable,B/ 1FL,CEFTAZIDIME,VIANEX S.A.,GRECE,2723011H,2007-12-31,Générique
SEPTEAL,0.5%,Solution externe,FL/250 ML,CHLORHEXIDINE,SIMED,Tunisie,9083041,1993-03-13,Princeps
SERC,8 MG,Comprimé,B/60,BETAHISTINE,TERIAK,Tunisie,9253071,2001-11-27,Princeps
SERO-TET,250 UI,Solution injectable,B/1FL/1.1ML,IMMUNOGLOBULINE HUMAINE ANTITETANIQUE,GREEN CROSS CORPORATION,Corée du Sud,3883011,2000-06-14,Princeps
SERTRALINE SANOFI,50 mg,Comprimé pelliculé sécable,B/15,SERTRALINE,WINTHROP PHARMA TUNISIE,Tunisie,9103881,2015-02-16,Générique
SET DE TRANSFERT CHLORURE DE SODIUM 9%°,,Solution injectable,B/ 1 poche de chlorure de sodium/100 ml+set de transfert,CHLORURE DE SODIUM,UNIMED,Tunisie,9093681,2010-04-12,Générique
SEVODIS,,Liquide pour inhalation,FL/250 ml,SEVOFLURANE,LES LABORATOIRES MEDIS,Tunisie,9234061H,2025-10-09,Générique
SEVOFLURANE USP,100%,Liquide volatil pour inhalation,B/ 6FL/250ML,SEVOFLURANE,BAXTER HEALTHCARE CORPORATION USA,Etats Unis d'Amérique,16973011H,2020-09-21,Générique
SEVORANE,,Liquide pour inhalation,FL/250 ml,SEVOFLURANE,AbbVie,FRANCE,15533011H,2013-07-05,Princeps
SICCAFLUID,0.25%,Gel ophtalmique,fl/10 gr,CARBOMERE,THEA,FRANCE,8443061,2006-01-16,Princeps
SILAPLUS SAIPH,100 mg,Comprimé pelliculé,B/4,SILDENAFIL,SAIPH,Tunisie,9163923,2011-12-31,Générique
SILAPLUS SAIPH,50 mg,Comprimé pelliculé sécable,B/8,SILDENAFIL,SAIPH,Tunisie,9163922,2011-12-31,Générique
SILAPLUS SAIPH,50 mg,Comprimé pelliculé sécable,B/4,SILDENAFIL,SAIPH,Tunisie,9163921,2011-12-31,Générique
SILDENAFIL-ACTAVIS,50 MG,Comprimé pelliculé,B/4,SILDENAFIL,ACTAVIS Group PTC ehf,Islande,10243121,2014-04-24,Générique
SILDENAFIL-ACTAVIS,100 MG,Comprimé pelliculé,B/4,SILDENAFIL,ACTAVIS Group PTC ehf,Islande,10243122,2014-11-12,Générique
SILVEDERMA,10 mg/gr,Creme dermique,Tube/50 gr,SULFADIAZINE ARGENTIQUE,ALDO-UNION S.L,ESPAGNE,3013041,2012-10-17,Princeps
SIMPONI,50 MG,Solution injectable,B/1 Stylo Pré-rempli/0.5ml,GOLIMUMAB,JANSSEN BIOLOGICS B.V,HOLLANDE,1923021H,2017-05-16,Princeps
SIMULECT,20 mg,Pdre p.prep.injectable,B/1FL+S/5 ml,BASILIXIMAB,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,10283441H,2023-10-05,Princeps
SIMVASTATINE ZENTIVA,20 mg,Comprimé pelliculé,B/30,SIMVASTATINE,WINTHROP PHARMA TUNISIE,Tunisie,9103782,2011-06-13,Générique
SINDAXEL,6mg/ml(30 mg),Solution injectable pour perfusion,B/1flacon/5 ml,PACLITAXEL,ACTAVIS SRL ROMANIA,ROMANIE,12963031H,2010-07-19,Générique
SINDAXEL,6mg/ml (100 mg),Solution injectable pour perfusion,B/1flac/16.7 ml,PACLITAXEL,ACTAVIS SRL ROMANIA,ROMANIE,12963032H,2010-07-19,Générique
SINDAXEL,6mg/ml (150mg),Solution injectable pour perfusion,B/1flacon/25 ml,PACLITAXEL,ACTAVIS SRL ROMANIA,ROMANIE,12963033H,2010-07-19,Générique
SINDAXEL,6mg/ml (300mg),Solution injectable pour perfusion,B/1FL/50 ml,PACLITAXEL,ACTAVIS SRL ROMANIA,ROMANIE,12963034H,2010-07-19,Générique
SINERDOL,300 mg,Gélule,B/1000,RIFAMPICINE,ANTIBIOTICE S.A,ROMANIE,4223042H,2010-04-29,Générique
SINERDOL,150 mg,Gélule,B/1000,RIFAMPICINE,ANTIBIOTICE S.A,ROMANIE,4223041H,2010-04-28,Générique
SINOVIAL,16mg/2ml,Solution injectable,B/3 seringues/ 2 ML,HYALURONATE DE SODIUM,Ibsa Farmaceutici Italia Srl,ITALIE,14233011,2019-03-13,Princeps
SINPLATIN,1 mg/ml,Solution injectable pour perfusion,B/1fl/10 ml,CISPLATINE,ACTAVIS SRL ROMANIA,ROMANIE,12963041H,2010-07-23,Générique
SINPLATIN 50 MG,1 mg/ml,Solution injectable pour perfusion,B/ 1 fl/50 ml,CISPLATINE,ACTAVIS SRL ROMANIA,ROMANIE,12963042H,2010-07-23,Générique
SINTOPOZID,100 mg/5ml,Solution injectable,B/1Flacon/5 ML,ETOPOSIDE,ACTAVIS SRL ROMANIA,ROMANIE,12963051H,2010-07-27,Générique
SINTROM.,4 MG,Comprimé sécable,B/20,ACENOCOUMAROL,MEDIUS AG,SUISSE,20553011,2018-06-26,Princeps
SINUSPAX,,Comprimé à croquer,B/60,PRODUITS HOMEOPATHIQUES,LEHNING,FRANCE,7053091,2009-08-24,Princeps
SIROP DES VOSGES TOUX SECHE SANS SUCRE SOLUTION BUVABLE,,Sirop,FL/200ML,PHOLCODINE,TERIAK,Tunisie,9253371,2007-05-09,Princeps
SITA 100,100 mg,Comprimé pelliculé,B/28,SITAGLIPTINE,TERIAK,Tunisie,9254102,2019-02-06,Générique
SITA 100,100 mg,Comprimé pelliculé,B/30,SITAGLIPTINE,TERIAK,Tunisie,9254104,2023-07-27,Générique
SITA 50,50 mg,Comprimé pelliculé,B/30,SITAGLIPTINE,TERIAK,Tunisie,9254101,2019-02-06,Générique
SITA 50,50 mg,Comprimé pelliculé,B/60,SITAGLIPTINE,TERIAK,Tunisie,9254103,2022-12-22,Générique
SITAGLIMET,50 mg/1000 mg,Comprimé pelliculé,B/60,SITAGLIPTINE+METFORMINE,THERA,Tunisie,9403191,2025-04-30,Générique
SITAGLIP,100 mg,Comprimé pelliculé,B/30,SITAGLIPTINE,THERA,Tunisie,9403061,2019-06-19,Générique
SITAVIA,100 mg,Comprimé pelliculé sécable,B/30,SITAGLIPTINE,IBN AL BAYTAR,Tunisie,9073641,2016-12-22,Générique
SITAVIA PLUS,50 mg/1000mg,Comprimé pelliculé,B/56,SITAGLIPTINE+METFORMINE,IBN AL BAYTAR,Tunisie,9073642,2017-01-04,Générique
SKIACOL,0.5%,Collyre,FL/0.5 ML,CYCLOPENTOLATE,ALCON FRANCE,FRANCE,6640051,1993-04-17,Princeps
SKYRIZI,150 mg,Solution injectable,B/1 seringue pré-remplie,RISANKIZUMAB,ABBVIE DEUTSCHLAND Gmbh and Co.KG,Allemagne,16913501H,2024-08-16,Princeps
SKYRIZI,150 mg,Solution injectable,B/1 stylo pré-rempli,RISANKIZUMAB,ABBVIE DEUTSCHLAND Gmbh and Co.KG,Allemagne,16913502H,2024-08-16,Princeps
SMACTYL,3 g,Poudre pour suspension orale,B/30Sachets,DIOSMECTITE,PHARMAGHREB,Tunisie,9014071,2019-02-06,Générique
SMACTYL,3 g,Poudre pour suspension orale,B/12 sachets,DIOSMECTITE,PHARMAGHREB,Tunisie,9014072,2020-06-29,Générique
SMECTA ORANGE-VANILLE,3 GR,Poudre pour suspension orale,B/30S,DIOSMECTITE,IPSEN HEALTHCARE,FRANCE,25003011,2023-01-09,Princeps
SMECTITE,3 g,Poudre pour suspension buvable,B/30 Sachets,DIOSMECTITE,ADWYA,Tunisie,9044551,2025-07-22,Générique
SMOFKABIVEN E,1100 Kcal,Emulsion injectable,B/4 Poches à trois compartiments/ 986 ml,ACIDES AMINES+GLUCOSE+LIPIDES,FRESENIUS KABI FRANCE,FRANCE,3153161H,2018-05-18,Princeps
SMOFKABIVEN E,1600 Kcal,Emulsion injectable,B/4 Poches à trois compartiments/ 1477 ml,ACIDES AMINES+GLUCOSE+LIPIDES,FRESENIUS KABI FRANCE,FRANCE,3153162H,2018-05-18,Princeps
SMOFKABIVEN E,2200 Kcal,Emulsion injectable,B/4 Poches à trois compartiments/ 1970 ml,ACIDES AMINES+GLUCOSE+LIPIDES,FRESENIUS KABI FRANCE,FRANCE,3153163H,2018-05-18,Princeps
SOJOURN,100%,Liquide pour inhalation,B/1FL/250ML,SEVOFLURANE,PIRAMAL CRITICAL CARE INC,Etats Unis d'Amérique,20743011H,2021-03-09,Générique
SOLACY ADULTE,,Gélule,B/45,L CYSTINE+SOUFRE SUBLIME+VIT A,GRIMBERG,FRANCE,10173031,2007-02-22,Princeps
SOLACY PEDIATRIQUE,,Comprimé pour suspension buvable,B/60,L CYSTINE+SOUFRE+VITAMINE A+LEVURES,GRIMBERG,FRANCE,1073032,2008-06-25,Princeps
SOLUTE ISOTONIQUE DE NACL,0.9%,Solution injectable pour perfusion,FL/500 ML,CHLORURE DE SODIUM,BIEFFE MEDITAL s.p.a italia,ITALIE,7323081,1998-12-29,Générique
